departement,commune,nb_connected,network_length_km,heat_demand_MWh,heat_coverage_pct,density_MWh_per_m_per_year,idx_plant
01,01004,162,18.312569738711325,27622.0,61.55046014662299,1.5083628564487743,0
01,01014,16,2.204107698837057,3857.0,32.2788517867604,1.7499144901290669,0
01,01021,16,1.1660673394905372,1784.0,71.67537163519486,1.529928795346795,3
01,01024,10,0.7629760217057009,1238.0,42.065919130139314,1.6225935871907753,0
01,01027,27,2.6454834807298107,3996.0,55.07166482910695,1.5104989424835198,3
01,01031,70,9.91648220044606,15252.0,100.0,1.5380454168832107,1
01,01033,303,32.10800500105444,48444.0,91.56098206354307,1.5087826228508774,2
01,01034,185,21.24090302109995,31920.0,93.11823565448233,1.502760968697603,3
01,01043,46,6.834346794092289,10493.0,71.45873059111959,1.535333268289854,2
01,01053,1237,131.9774199799115,249192.0,100.0,1.8881411686781717,0
01,01071,24,2.5402884573803415,3950.0,35.17051019499599,1.5549415219063016,0
01,01078,12,1.1983861805147822,1878.0,67.60259179265658,1.5671075238812258,0
01,01079,11,1.1545599296414846,1812.0,59.4488188976378,1.5694291422037006,0
01,01093,54,5.478747929343701,8329.0,57.15756244853143,1.520237854965109,0
01,01108,11,1.3111983342488198,2003.0,71.51017493752231,1.5276102384217187,2
01,01109,19,1.202366553117757,1914.0,62.082387285111906,1.5918606476843236,0
01,01142,32,4.059095162335078,6292.0,77.5354282193469,1.5500991596315266,3
01,01143,253,24.24795120994079,36439.0,87.16629987561,1.5027661382402202,1
01,01160,286,29.216677037381476,65444.0,100.0,2.2399535688561443,0
01,01173,220,22.84153871728426,34285.0,87.88997410853906,1.5009934498877013,0
01,01185,97,12.988575390885696,19814.0,75.79664129145786,1.5254944752373552,0
01,01192,10,1.329393582667125,2051.0,56.299752950864665,1.542808711235943,0
01,01194,58,6.355285665474094,9639.0,77.99174690508941,1.5166902807162717,3
01,01195,12,0.9978489318177205,1635.0,62.619685944082725,1.6385245780858033,0
01,01199,16,1.001074494080006,1627.0,62.36105787658106,1.62525367454819,0
01,01202,61,7.021190963007664,10621.0,80.09803921568628,1.512706328023058,0
01,01210,10,0.9782222328791538,1543.0,39.891416752843845,1.5773511868142307,2
01,01238,17,1.6241192921791825,2549.0,74.97058823529412,1.569465994446656,3
01,01244,78,7.376007738641814,11081.0,63.82329224743694,1.502303196070183,2
01,01249,29,3.693982753214664,5557.0,25.992796669629076,1.504338371684074,1
01,01262,88,8.368568571412135,12691.0,88.37128333681498,1.5165078581483722,2
01,01265,14,2.366137286258286,3609.0,39.70733854109363,1.525270752867906,2
01,01269,96,9.008001670345422,14000.0,97.91579241852007,1.554173779306499,1
01,01276,12,0.6474473835148054,1148.0,93.10624493106245,1.7731170582045428,2
01,01281,13,1.1131327634214314,3170.0,32.83953175178701,2.8478184311603445,1
01,01283,488,64.87922480399799,99119.0,99.7303470272772,1.527746367183661,0
01,01289,28,3.2062770753633285,4979.0,30.302477025135417,1.5528913699499256,3
01,01305,47,4.479276955066539,6884.0,91.15466101694916,1.5368551819983944,0
01,01306,34,2.7526255407493303,4670.0,100.0,1.6965620389937655,0
01,01313,48,4.10895381603872,6180.0,30.280758488901956,1.5040324804521394,3
01,01333,13,1.2333914501008962,1915.0,40.74468085106383,1.5526295401539758,1
01,01344,23,3.053398565034635,4595.0,52.01494226850804,1.5048805133462417,1
01,01354,291,34.25716129382969,63259.0,100.0,1.8465920003533407,0
01,01370,48,3.4032921921179455,5928.0,100.0,1.741842799665953,1
01,01376,32,3.8054326062324235,5718.0,58.56206472757067,1.5025886913974593,0
01,01384,22,2.373379918812043,3669.0,78.01403359557729,1.545896622331101,0
01,01399,34,2.7964997226108705,4198.0,81.54623154623155,1.5011623158970528,2
01,01416,15,0.9339202898660657,1922.0,90.91769157994324,2.057991480488807,0
01,01419,76,9.323427054154545,14001.0,84.25201588638825,1.5017010288894914,2
01,01420,36,3.2631310997774032,5430.0,97.50404022266116,1.6640459221422061,2
01,01427,73,7.145566254781408,10829.0,62.92637573362775,1.5154852133312524,0
01,01443,50,4.154427878689562,6372.0,60.18133736305251,1.5337852012513287,3
01,01451,97,18.016484232984602,27189.0,84.44837868058144,1.5091179637713301,1
