departement,commune,nb_connected,network_length_km,heat_demand_MWh,heat_coverage_pct,density_MWh_per_m_per_year,idx_plant
01,01005,4,0.2427503668359136,439.0,32.566765578635014,1.8084421693036647,0
01,01011,3,0.18139903823386466,276.0,29.773462783171524,1.5215075156251554,0
01,01012,2,0.11817513847273166,246.0,24.773413897280967,2.081656118023194,0
01,01022,3,0.32421398230241233,597.0,30.243161094224924,1.8413764753771324,0
01,01025,5,0.6747327676053374,1318.0,34.1804979253112,1.9533659298593908,0
01,01029,3,0.13778779618647655,696.0,50.0,5.051245605656259,0
01,01030,2,0.057547284456770625,233.0,27.47641509433962,4.048844392910129,0
01,01035,4,0.11812304095738067,310.0,34.02854006586169,2.6243821483723013,3
01,01036,2,0.1689065853330605,262.0,10.492591109331197,1.5511532571887126,0
01,01046,2,0.06875918571201435,188.0,22.143698468786805,2.7341801397620475,0
01,01047,2,0.17616669683021302,443.0,37.60611205432937,2.5146637132383605,0
01,01049,5,1.0603725648295654,1645.0,39.4484412470024,1.5513415327417512,3
01,01060,9,0.45125470730246664,712.0,32.260987766198454,1.5778228758127086,2
01,01072,8,0.7698510183851653,1248.0,21.446984017872488,1.6210928740703583,3
01,01074,9,0.590280579940389,996.0,25.234355206485937,1.6873331663741735,3
01,01081,6,0.26849575227680855,459.0,37.04600484261501,1.7095242517162397,1
01,01082,9,1.6688757990098215,2814.0,93.76874375208264,1.6861650229870937,0
01,01087,3,0.09702078333543561,234.0,28.158844765342963,2.4118543672336488,2
01,01089,2,0.07456113632624388,241.0,15.024937655860349,3.232246876516195,1
01,01092,3,0.18981809803502117,460.0,29.31803696622052,2.4233727171532964,0
01,01098,5,0.4894857085676325,810.0,50.91137649277184,1.6547980580889254,2
01,01103,8,0.5834478128209611,890.0,27.545651501083256,1.525414922196492,2
01,01104,2,0.31123744598408165,832.0,41.12703905091448,2.6732001908361402,0
01,01105,4,0.18921036090273458,363.0,14.684466019417474,1.9184995909743212,2
01,01115,3,0.15896189806825525,245.0,16.235917826375083,1.5412498402277606,3
01,01118,3,0.16734733228886903,621.0,43.03534303534304,3.710844932550534,0
01,01123,3,0.10655654467434995,286.0,36.760925449871465,2.6840209662771213,0
01,01134,3,0.06762227928875002,292.0,25.569176882662,4.318103487064485,1
01,01135,4,0.2926094576280781,616.0,24.45414847161572,2.105195112261095,2
01,01138,9,0.8724056203883724,1388.0,28.530318602261044,1.5910030467044656,0
01,01148,2,0.10668218554838833,590.0,26.037069726390115,5.530445378177887,0
01,01152,2,0.037278834931265624,138.0,14.153846153846153,3.7018324272859693,3
01,01159,5,0.34745336193240733,581.0,19.061679790026247,1.6721668680040753,1
01,01163,8,0.5778876117185547,1034.0,28.73020283412059,1.7892752483913483,2
01,01165,2,0.04180075095605361,142.0,18.733509234828496,3.3970681567249565,3
01,01166,4,0.1491032954753972,342.0,23.13937753721245,2.2937118787990283,3
01,01174,5,0.3557587295926394,682.0,48.02816901408451,1.9170295575906804,0
01,01180,2,0.015807896333526538,182.0,12.79887482419128,11.513233396780388,3
01,01181,4,0.25511595154738625,848.0,42.42121060530265,3.323978743220567,0
01,01187,3,0.15193550018748517,297.0,4.949175137477088,1.954776860138074,1
01,01196,2,0.15360017581759786,408.0,21.759999999999998,2.6562469595380227,1
01,01211,2,0.13172084362602504,289.0,16.1723559037493,2.1940339284533716,1
01,01224,6,0.6848782058621589,1080.0,48.17127564674398,1.5769227152445917,1
01,01229,7,0.8893137362234536,1407.0,53.01431801055011,1.582118821165346,1
01,01232,2,0.1293359861262115,279.0,10.310421286031042,2.157172248470275,0
01,01235,2,0.10500350575261953,489.0,27.09141274238227,4.656987369088873,0
01,01237,4,0.26886700399717983,424.0,37.3568281938326,1.5769878553206453,1
01,01241,2,0.1627744096104979,394.0,26.179401993355484,2.420527900809474,0
01,01246,6,0.7335255024644785,1120.0,41.46612365790448,1.5268726121137648,2
01,01247,3,0.20592749950165823,850.0,24.0316652530393,4.127666300309519,0
01,01248,8,0.6186281153744412,968.0,50.760356581017305,1.5647526776472034,0
01,01250,3,0.18126430845056155,303.0,15.451300356960735,1.6715921771364104,1
01,01263,7,0.36492952100959575,633.0,29.14364640883978,1.7345815111059633,2
01,01266,8,0.9202761779212961,1464.0,25.438748913987837,1.5908267921341372,1
